# OMIM genemap2 (reconstructed from HPO annotations) — 2026-03-26
# Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
						APOL2		APOL2				Gene-disease association, 181500 (3), Autosomal dominant	
						APOLD1		APOLD1				Gene-disease association, 620715 (3), Autosomal recessive	
						APP		APP				Gene-disease association, 104300 (3), Autosomal dominant; Gene-disease association, 605714 (3), Autosomal dominant	
						APPL1		APPL1				Gene-disease association, 616511 (3), Autosomal dominant	
						APRT		APRT				Gene-disease association, 614723 (3), Autosomal recessive	
						APTX		APTX				Gene-disease association, 208920 (3), Autosomal recessive; Gene-disease association, 607426 (3), Autosomal recessive	
						AQP2		AQP2				Gene-disease association, 125800 (3), Autosomal recessive	
						AQP4		AQP4				Gene-disease association, 620448 (3), Autosomal dominant	
						AQP5		AQP5				Gene-disease association, 600231 (3), Autosomal dominant	
						AR		AR				Gene-disease association, 300068 (3), Unknown; Gene-disease association, 300633 (3), Unknown; Gene-disease association, 301120 (3), Unknown; Gene-disease association, 312300 (3), Unknown; Gene-disease association, 313200 (3), Unknown	
						ARCN1		ARCN1				Gene-disease association, 617164 (3), Autosomal dominant	
						ARF1		ARF1				Gene-disease association, 618185 (3), Autosomal dominant	
						ARFGEF1		ARFGEF1				Gene-disease association, 619964 (3), Autosomal dominant	
						ARFGEF2		ARFGEF2				Gene-disease association, 608097 (3), Autosomal recessive	
						ARG1		ARG1				Gene-disease association, 207800 (3), Autosomal recessive	
						ARHGAP19		ARHGAP19				Gene-disease association, 621466 (3), Autosomal recessive	
						ARHGAP26		ARHGAP26				Gene-disease association, 607785 (3), Autosomal dominant	
						ARHGAP31		ARHGAP31				Gene-disease association, 100300 (3), Autosomal dominant	
						ARHGDIA		ARHGDIA				Gene-disease association, 615244 (3), Autosomal recessive	
						ARHGEF1		ARHGEF1				Gene-disease association, 618459 (3), Autosomal recessive	
						ARHGEF10		ARHGEF10				Gene-disease association, 608236 (3), Autosomal dominant	
						ARHGEF15		ARHGEF15				Gene-disease association, 621331 (3), Autosomal dominant	
						ARHGEF18		ARHGEF18				Gene-disease association, 617433 (3), Autosomal recessive	
						ARHGEF2		ARHGEF2				Gene-disease association, 617523 (3), Autosomal recessive	
						ARHGEF9		ARHGEF9				Gene-disease association, 300607 (3), Unknown	
						ARID1A		ARID1A				Gene-disease association, 614607 (3), Autosomal dominant	
						ARID1B		ARID1B				Gene-disease association, 135900 (3), Autosomal dominant	
						ARID2		ARID2				Gene-disease association, 617808 (3), Autosomal dominant	
						ARL13B		ARL13B				Gene-disease association, 612291 (3), Autosomal recessive	
						ARL2		ARL2				Gene-disease association, 619082 (3), Autosomal dominant	
						ARL2BP		ARL2BP				Gene-disease association, 615434 (3), Autosomal recessive	
						ARL3		ARL3				Gene-disease association, 618161 (3), Autosomal recessive; Gene-disease association, 618173 (3), Autosomal dominant	
						ARL6		ARL6				Gene-disease association, 209900 (3), Autosomal recessive; Gene-disease association, 268000 (3), Autosomal recessive; Gene-disease association, 600151 (3), Autosomal recessive; Gene-disease association, 613575 (3), Autosomal recessive	
						ARL6IP1		ARL6IP1				Gene-disease association, 615685 (3), Autosomal recessive	
						ARMC12		ARMC12				Gene-disease association, 620744 (3), Autosomal recessive	
						ARMC2		ARMC2				Gene-disease association, 618433 (3), Autosomal recessive	
						ARMC5		ARMC5				Gene-disease association, 615954 (3), Autosomal dominant	
						ARMC9		ARMC9				Gene-disease association, 617622 (3), Autosomal recessive	
						ARNT2		ARNT2				Gene-disease association, 615926 (3), Autosomal recessive	
						ARPC1B		ARPC1B				Gene-disease association, 617718 (3), Autosomal recessive	
						ARPC4		ARPC4				Gene-disease association, 620141 (3), Autosomal dominant	
						ARPC5		ARPC5				Gene-disease association, 620565 (3), Autosomal recessive	
						ARR3		ARR3				Gene-disease association, 301010 (3), Unknown	
						ARSA		ARSA				Gene-disease association, 250100 (3), Autosomal recessive	
						ARSB		ARSB				Gene-disease association, 253200 (3), Autosomal recessive	
						ARSG		ARSG				Gene-disease association, 618144 (3), Autosomal recessive	
						ARSK		ARSK				Gene-disease association, 619698 (3), Autosomal recessive	
						ARSL		ARSL				Gene-disease association, 302950 (3), Unknown	
						ARV1		ARV1				Gene-disease association, 617020 (3), Autosomal recessive	
						ARX		ARX				Gene-disease association, 300004 (3), Unknown; Gene-disease association, 300215 (3), Unknown; Gene-disease association, 300419 (3), Unknown; Gene-disease association, 308350 (3), Unknown; Gene-disease association, 309510 (3), Unknown	
						ASAH1		ASAH1				Gene-disease association, 159950 (3), Autosomal recessive; Gene-disease association, 228000 (3), Autosomal recessive	
						ASB10		ASB10				Gene-disease association, 603383 (3), Autosomal dominant	
						ASCC1		ASCC1				Gene-disease association, 614266 (3), Unknown; Gene-disease association, 616867 (3), Autosomal recessive	
						ASCC3		ASCC3				Gene-disease association, 620700 (3), Autosomal recessive	
						ASH1L		ASH1L				Gene-disease association, 617796 (3), Autosomal dominant	
						ASL		ASL				Gene-disease association, 207900 (3), Autosomal recessive	
						ASNS		ASNS				Gene-disease association, 615574 (3), Autosomal recessive	
						ASPA		ASPA				Gene-disease association, 271900 (3), Autosomal recessive	
						ASPH		ASPH				Gene-disease association, 601552 (3), Autosomal recessive	
						ASPM		ASPM				Gene-disease association, 608716 (3), Autosomal recessive	
						ASPN		ASPN				Gene-disease association, 607850 (3), Autosomal dominant	
						ASPRV1		ASPRV1				Gene-disease association, 146750 (3), Autosomal dominant	
						ASPSCR1		ASPSCR1				Gene-disease association, 606243 (3), Unknown	
						ASS1		ASS1				Gene-disease association, 215700 (3), Autosomal recessive	
						ASTL		ASTL				Gene-disease association, 619643 (3), Autosomal recessive	
						ASXL1		ASXL1				Gene-disease association, 605039 (3), Autosomal dominant; Gene-disease association, 614286 (3), Unknown	
						ASXL2		ASXL2				Gene-disease association, 617190 (3), Autosomal dominant	
						ASXL3		ASXL3				Gene-disease association, 615485 (3), Autosomal dominant	
						ATAD1		ATAD1				Gene-disease association, 618011 (3), Autosomal recessive	
						ATAD3A		ATAD3A				Gene-disease association, 617183 (3), Autosomal recessive; Gene-disease association, 618810 (3), Autosomal recessive	
						ATCAY		ATCAY				Gene-disease association, 601238 (3), Autosomal recessive	
						ATF6		ATF6				Gene-disease association, 616517 (3), Autosomal recessive	
						ATG4D		ATG4D				Gene-disease association, 621269 (3), Autosomal recessive	
						ATG5		ATG5				Gene-disease association, 617584 (3), Autosomal recessive	
						ATG7		ATG7				Gene-disease association, 619422 (3), Autosomal recessive	
						ATIC		ATIC				Gene-disease association, 608688 (3), Autosomal recessive	
						ATL1		ATL1				Gene-disease association, 182600 (3), Autosomal dominant; Gene-disease association, 613708 (3), Autosomal dominant	
						ATL3		ATL3				Gene-disease association, 615632 (3), Autosomal dominant	
						ATM		ATM				Gene-disease association, 114480 (3), Autosomal dominant; Gene-disease association, 208900 (3), Autosomal recessive	
						ATN1		ATN1				Gene-disease association, 125370 (3), Autosomal dominant; Gene-disease association, 618494 (3), Autosomal dominant	
						ATOH1		ATOH1				Gene-disease association, 620284 (3), Autosomal dominant	
						ATOH7		ATOH7				Gene-disease association, 221900 (3), Autosomal recessive	
						ATP11A		ATP11A				Gene-disease association, 619810 (3), Autosomal dominant; Gene-disease association, 619851 (3), Unknown; Gene-disease association, 620384 (3), Autosomal dominant	
						ATP11C		ATP11C				Gene-disease association, 301015 (3), Unknown	
						ATP13A2		ATP13A2				Gene-disease association, 606693 (3), Autosomal recessive; Gene-disease association, 617225 (3), Autosomal recessive	
						ATP1A1		ATP1A1				Gene-disease association, 618036 (3), Autosomal dominant; Gene-disease association, 618314 (3), Autosomal dominant	
						ATP1A2		ATP1A2				Gene-disease association, 104290 (3), Autosomal dominant; Gene-disease association, 602481 (3), Autosomal dominant; Gene-disease association, 619602 (3), Autosomal recessive; Gene-disease association, 619605 (3), Autosomal dominant	
						ATP1A3		ATP1A3				Gene-disease association, 128235 (3), Autosomal dominant; Gene-disease association, 601338 (3), Autosomal dominant; Gene-disease association, 614820 (3), Autosomal dominant; Gene-disease association, 619606 (3), Autosomal dominant	
						ATP1B1		ATP1B1				Gene-disease association, 145500 (3), Unknown	
						ATP2A1		ATP2A1				Gene-disease association, 601003 (3), Autosomal recessive	
						ATP2A2		ATP2A2				Gene-disease association, 101900 (3), Autosomal dominant; Gene-disease association, 124200 (3), Autosomal dominant; Gene-disease association, 621236 (3), Autosomal dominant	
						ATP2B1		ATP2B1				Gene-disease association, 619910 (3), Autosomal dominant	
						ATP2B2		ATP2B2				Gene-disease association, 619804 (3), Autosomal dominant	
						ATP2B3		ATP2B3				Gene-disease association, 302500 (3), Unknown	
						ATP2C1		ATP2C1				Gene-disease association, 169600 (3), Autosomal dominant	
						ATP5F1A		ATP5F1A				Gene-disease association, 615228 (3), Autosomal recessive; Gene-disease association, 616045 (3), Autosomal recessive; Gene-disease association, 620358 (3), Autosomal dominant	
						ATP5F1B		ATP5F1B				Gene-disease association, 620085 (3), Autosomal dominant	
						ATP5F1D		ATP5F1D				Gene-disease association, 618120 (3), Autosomal recessive	
						ATP5F1E		ATP5F1E				Gene-disease association, 614053 (3), Autosomal recessive	
						ATP5MC3		ATP5MC3				Gene-disease association, 619681 (3), Autosomal dominant	
						ATP5MK		ATP5MK				Gene-disease association, 618683 (3), Autosomal recessive	
						ATP5PO		ATP5PO				Gene-disease association, 620359 (3), Autosomal recessive	
						ATP6AP1		ATP6AP1				Gene-disease association, 300972 (3), Unknown	
						ATP6AP2		ATP6AP2				Gene-disease association, 300423 (3), Unknown; Gene-disease association, 300911 (3), Unknown; Gene-disease association, 301045 (3), Unknown	
						ATP6V0A1		ATP6V0A1				Gene-disease association, 619970 (3), Autosomal dominant; Gene-disease association, 619971 (3), Autosomal recessive	
						ATP6V0A2		ATP6V0A2				Gene-disease association, 219200 (3), Autosomal recessive; Gene-disease association, 278250 (3), Autosomal recessive	
						ATP6V0A4		ATP6V0A4				Gene-disease association, 602722 (3), Autosomal recessive	
						ATP6V0C		ATP6V0C				Gene-disease association, 620465 (3), Autosomal dominant	
						ATP6V1A		ATP6V1A				Gene-disease association, 617403 (3), Autosomal recessive; Gene-disease association, 618012 (3), Autosomal dominant	
						ATP6V1B1		ATP6V1B1				Gene-disease association, 267300 (3), Autosomal recessive	
						ATP6V1B2		ATP6V1B2				Gene-disease association, 124480 (3), Autosomal dominant; Gene-disease association, 616455 (3), Autosomal dominant	
						ATP6V1E1		ATP6V1E1				Gene-disease association, 617402 (3), Autosomal recessive	
						ATP7A		ATP7A				Gene-disease association, 300489 (3), Unknown; Gene-disease association, 304150 (3), Unknown; Gene-disease association, 309400 (3), Unknown	
						ATP7B		ATP7B				Gene-disease association, 277900 (3), Autosomal recessive	
						ATP8A2		ATP8A2				Gene-disease association, 615268 (3), Autosomal recessive	
						ATP8B1		ATP8B1				Gene-disease association, 147480 (3), Autosomal dominant; Gene-disease association, 211600 (3), Autosomal recessive; Gene-disease association, 243300 (3), Autosomal recessive; Gene-disease association, 602347 (3), Autosomal recessive	
						ATP9A		ATP9A				Gene-disease association, 620242 (3), Autosomal recessive	
						ATPAF2		ATPAF2				Gene-disease association, 604273 (3), Autosomal recessive	
						ATR		ATR				Gene-disease association, 210600 (3), Autosomal recessive; Gene-disease association, 614564 (3), Autosomal dominant	
						ATRX		ATRX				Gene-disease association, 300448 (3), Unknown; Gene-disease association, 301040 (3), Unknown; Gene-disease association, 309580 (3), Unknown	
						ATXN1		ATXN1				Gene-disease association, 164400 (3), Autosomal dominant	
						ATXN10		ATXN10				Gene-disease association, 603516 (3), Autosomal dominant	
						ATXN2		ATXN2				Gene-disease association, 168600 (3), Autosomal dominant; Gene-disease association, 183090 (3), Autosomal dominant	
						ATXN3		ATXN3				Gene-disease association, 109150 (3), Autosomal dominant; Gene-disease association, 168600 (3), Autosomal dominant	
						ATXN7		ATXN7				Gene-disease association, 164500 (3), Autosomal dominant	
						ATXN7L3		ATXN7L3				Gene-disease association, 621377 (3), Autosomal dominant	
						ATXN8		ATXN8				Gene-disease association, 608768 (3), Autosomal dominant	
						ATXN8OS		ATXN8OS				Gene-disease association, 168600 (3), Autosomal dominant; Gene-disease association, 608768 (3), Autosomal dominant	
						AUH		AUH				Gene-disease association, 250950 (3), Autosomal recessive	
						AURKA		AURKA				Gene-disease association, 114500 (3), Autosomal dominant	
						AURKC		AURKC				Gene-disease association, 243060 (3), Autosomal recessive	
						AUTS2		AUTS2				Gene-disease association, 615834 (3), Autosomal dominant	
						AVIL		AVIL				Gene-disease association, 618594 (3), Autosomal recessive	
						AVP		AVP				Gene-disease association, 125700 (3), Autosomal dominant	
						AVPR2		AVPR2				Gene-disease association, 300539 (3), Unknown; Gene-disease association, 304800 (3), Unknown	
						AXIN1		AXIN1				Gene-disease association, 114550 (3), Unknown; Gene-disease association, 607864 (3), Unknown; Gene-disease association, 620558 (3), Autosomal recessive	
						AXIN2		AXIN2				Gene-disease association, 114500 (3), Autosomal dominant; Gene-disease association, 608615 (3), Autosomal dominant	
						AXL		AXL				Gene-disease association, 146110 (3), Autosomal recessive	
						B2M		B2M				Gene-disease association, 241600 (3), Autosomal recessive; Gene-disease association, 620659 (3), Autosomal dominant	
						B3GALNT1		B3GALNT1				Gene-disease association, 111400 (3), Autosomal dominant	
						B3GALNT2		B3GALNT2				Gene-disease association, 615181 (3), Autosomal recessive	
						B3GALT6		B3GALT6				Gene-disease association, 271640 (3), Autosomal recessive; Gene-disease association, 609465 (3), Autosomal recessive; Gene-disease association, 615349 (3), Autosomal recessive	
						B3GAT3		B3GAT3				Gene-disease association, 245600 (3), Autosomal recessive	
						B3GLCT		B3GLCT				Gene-disease association, 261540 (3), Autosomal recessive	
						B4GALNT1		B4GALNT1				Gene-disease association, 609195 (3), Autosomal recessive	
						B4GALT1		B4GALT1				Gene-disease association, 607091 (3), Autosomal recessive; Gene-disease association, 620364 (3), Autosomal recessive	
						B4GALT7		B4GALT7				Gene-disease association, 130070 (3), Autosomal recessive	
						B4GAT1		B4GAT1				Gene-disease association, 615287 (3), Autosomal recessive	
						B9D1		B9D1				Gene-disease association, 614209 (3), Autosomal recessive; Gene-disease association, 617120 (3), Autosomal recessive	
						B9D2		B9D2				Gene-disease association, 614175 (3), Autosomal recessive	
						BAAT		BAAT				Gene-disease association, 619232 (3), Autosomal recessive	
						BACH2		BACH2				Gene-disease association, 618394 (3), Autosomal dominant	
						BAG3		BAG3				Gene-disease association, 612954 (3), Autosomal dominant; Gene-disease association, 613881 (3), Autosomal dominant; Gene-disease association, 621094 (3), Autosomal dominant; Gene-disease association, 621095 (3), Autosomal dominant	
